,PIRO_2020 value,PIRO_2020 error
Re (R_sun),177.08310792799645,60.04002538342326
Me (M_sun),0.4575586167171504,0.06637706288277713
ve (1e9 cm/s),1.2774642665216427,0.17362354109768435
Off (days),1.0531148097872144e-18,0.7969931704670463
