,SW_RSG value,SW_RSG error
Re (R_sun),75.12932414580956,11.520440258999953
Me (M_sun),0.6047059763682014,0.06846092257531099
ve (1e9 cm/s),1.4299391022215853,0.09643504554143165
Off (days),0.0010000000000073112,0.5099070724655146
