,SW_BSG value,SW_BSG error
Re (R_sun),125.19934434233723,19.363225820760892
Me (M_sun),4.467351551234903,0.5571705880423838
ve (1e9 cm/s),1.375690622168883,0.11158999297635873
Off (days),0.010000000000000021,0.5499344359126048
