,SW_RSG value,SW_RSG error
Re (R_sun),14.367816091954026,0.598316229561739
Me (M_sun),0.0440500226251974,0.0010152459948793383
ve (1e9 cm/s),3.8780628630267895,0.09867003134219259
Off (days),0.555864022401004,0.003972674426891524
