Mags returned by SW_BSG, time 
22.162529978817897, 0.01 
20.417265634653212, 0.057454545454532525 
19.903650777608433, 0.10490909090906504 
19.62464626995778, 0.15236363636359757 
19.446813353333475, 0.1998181818181301 
19.324879609314863, 0.24727272727266264 
19.238104107430523, 0.2947272727271951 
19.17530471030956, 0.34218181818172766 
19.129790797672353, 0.3896363636362602 
19.097256128390892, 0.43709090909079273 
19.074774827297432, 0.48454545454532527 
19.060273853517987, 0.5319999999998578 
19.052234518298235, 0.5794545454543902 
19.049513474696617, 0.6269090909089228 
19.051230181840477, 0.6743636363634553 
19.05669335039039, 0.7218181818179878 
19.06535126603908, 0.7692727272725204 
19.076757288549892, 0.8167272727270529 
19.090545304800457, 0.8641818181815855 
19.106411891988575, 0.911636363636118 
19.124103113917133, 0.9590909090906505 
19.143404584595345, 1.0065454545451828 
19.16413387976575, 1.0539999999997156 
19.186134664348394, 1.1014545454542481 
19.209272093100505, 1.1489090909087805 
19.23342916908642, 1.196363636363313 
19.25850383175883, 1.2438181818178455 
19.284406607213995, 1.291272727272378 
19.311058696178186, 1.3387272727269106 
19.338390406138934, 1.3861818181814431 
19.36633985647007, 1.4336363636359757 
19.39485190190912, 1.4810909090905082 
19.423877232030677, 1.5285454545450408 
19.453371613595998, 1.5759999999995733 
19.48329524967049, 1.6234545454541058 
19.513612234771657, 1.6709090909086384 
19.544290089458446, 1.718363636363171 
19.57529936100292, 1.7658181818177034 
19.606613279318488, 1.813272727272236 
19.638207459319894, 1.8607272727267685 
19.670059642480876, 1.908181818181301 
19.702149471628374, 1.9556363636358334 
19.734458294036, 2.003090909090366 
19.7669689887085, 2.0505454545448982 
19.799665814423147, 2.097999999999431 
19.83253427564518, 2.1454545454539633 
19.865561003887343, 2.192909090908496 
19.898733652457363, 2.2403636363630284 
19.932040802847016, 2.2878181818175607 
19.9654718812742, 2.3352727272720935 
19.999017084105066, 2.3827272727266258 
20.032667311063875, 2.4301818181811585 
20.066414105290484, 2.477636363635691 
20.10024959943392, 2.5250909090902236 
20.13416646707941, 2.572545454544756 
20.168157878899013, 2.6199999999992887 
20.202217462994835, 2.667454545453821 
20.236339268971722, 2.7149090909083538 
20.270517735334025, 2.762363636362886 
20.304747659851202, 2.809818181817419 
20.3390241725799, 2.857272727271951 
20.373342711267547, 2.904727272726484 
20.407698998894602, 2.952181818181016 
20.44208902314082, 2.999636363635549 
20.47650901758522, 3.0470909090900813 
20.510955444470827, 3.0945454545446136 
20.545424978883947, 3.1419999999991464 
20.579914494213945, 3.1894545454536787 
20.614421048774133, 3.2369090909082114 
20.64894187347674, 3.2843636363627438 
20.683474360466334, 3.3318181818172765 
20.718016052625718, 3.379272727271809 
20.75256463387721, 3.4267272727263416 
20.78711792020985, 3.474181818180874 
20.82167385137, 3.5216363636354067 
20.856230483158818, 3.569090909089939 
20.890785980285735, 3.6165454545444717 
20.925338609731615, 3.663999999999004 
20.959886734579957, 3.711454545453537 
20.994428808278066, 3.758909090908069 
21.028963369293866, 3.806363636362602 
21.063489036136957, 3.853818181817134 
21.09800450271547, 3.9012727272716665 
21.13250853400264, 3.9487272727261993 
21.16699996198954, 3.9961818181807316 
21.20147768190213, 4.043636363635264 
21.235940648663004, 4.091090909089797 
21.270387873579594, 4.138545454544329 
21.304818421242274, 4.185999999998862 
21.339231406617134, 4.2334545454533945 
21.37362599231945, 4.280909090907927 
21.40800138605499, 4.328363636362459 
21.442356838217385, 4.375818181816992 
21.476691639630634, 4.423272727271525 
21.51100511942679, 4.470727272726057 
21.545296643049575, 4.518181818180589 
21.579565610375358, 4.565636363635122 
21.6138114539437, 4.613090909089655 
21.648033637290133, 4.660545454544187 
21.682231653374483, 4.707999999998719 
