Mags returned by SW_RSG, time 
22.852336683980035, 0.01 
20.87195590213931, 0.057454545454532525 
20.271551584368677, 0.10490909090906504 
19.937216979032545, 0.15236363636359757 
19.718618789459775, 0.1998181818181301 
19.564465027957205, 0.24727272727266264 
19.45114231322558, 0.2947272727271951 
19.36586221896698, 0.34218181818172766 
19.300939890081438, 0.3896363636362602 
19.25140840313152, 0.43709090909079273 
19.21387915141127, 0.48454545454532527 
19.1859415965694, 0.5319999999998578 
19.165822830361094, 0.5794545454543902 
19.15218292239626, 0.6269090909089228 
19.14398596712536, 0.6743636363634553 
19.14041560690481, 0.7218181818179878 
19.140817850809967, 0.7692727272725204 
19.1446612737011, 0.8167272727270529 
19.151508636591608, 0.8641818181815855 
19.160996220433006, 0.911636363636118 
19.17281849533498, 0.9590909090906505 
19.186716559150916, 1.0065454545451828 
19.202469289560717, 1.0539999999997156 
19.219886482709622, 1.1014545454542481 
19.23880346843051, 1.1489090909087805 
19.25907683817053, 1.196363636363313 
19.280581021960252, 1.2438181818178455 
19.303205520682546, 1.291272727272378 
19.326852649437555, 1.3387272727269106 
19.351435683399416, 1.3861818181814431 
19.37687732347755, 1.4336363636359757 
19.40310841819128, 1.4810909090905082 
19.430066892394102, 1.5285454545450408 
19.457696844194462, 1.5759999999995733 
19.4859477795601, 1.6234545454541058 
19.514773960336445, 1.6709090909086384 
19.544133846237685, 1.718363636363171 
19.57398961513291, 1.7658181818177034 
19.604306748905366, 1.813272727272236 
19.63505367450007, 1.8607272727267685 
19.66620145163561, 1.908181818181301 
19.69772350014607, 1.9556363636358334 
19.729595361119603, 2.003090909090366 
19.761794486973017, 2.0505454545448982 
19.79430005639385, 2.097999999999431 
19.82709281073002, 2.1454545454539633 
19.860154908940526, 2.192909090908496 
19.89346979866145, 2.2403636363630284 
19.927022101307138, 2.2878181818175607 
19.960797509431377, 2.3352727272720935 
19.99478269482821, 2.3827272727266258 
20.028965226066255, 2.4301818181811585 
20.063333494330827, 2.477636363635691 
20.097876646600824, 2.5250909090902236 
20.13258452531683, 2.572545454544756 
20.16744761380725, 2.6199999999992887 
20.202456986833354, 2.667454545453821 
20.237604265694877, 2.7149090909083538 
20.27288157740704, 2.762363636362886 
20.308281517519553, 2.809818181817419 
20.343797116199653, 2.857272727271951 
20.379421807245983, 2.904727272726484 
20.415149399738638, 2.952181818181016 
20.45097405206464, 2.999636363635549 
20.486890248087235, 3.0470909090900813 
20.522892775253297, 3.0945454545446136 
20.55897670445553, 3.1419999999991464 
20.59513737148584, 3.1894545454536787 
20.631370359933715, 3.2369090909082114 
20.6676714853987, 3.2843636363627438 
20.704036780899564, 3.3318181818172765 
20.740462483374678, 3.379272727271809 
20.77694502117874, 3.4267272727263416 
20.8134810024904, 3.474181818180874 
20.850067204553625, 3.5216363636354067 
20.886700563683096, 3.569090909089939 
20.923378165970654, 3.6165454545444717 
20.9600972386356, 3.663999999999004 
20.996855141967053, 3.711454545453537 
21.033649361811307, 3.758909090908069 
21.070477502561342, 3.806363636362602 
21.10733728060955, 3.853818181817134 
21.144226518228127, 3.9012727272716665 
21.181143137844668, 3.9487272727261993 
21.218085156683415, 3.9961818181807316 
21.255050681744986, 4.043636363635264 
21.292037905099807, 4.091090909089797 
21.329045099472523, 4.138545454544329 
21.366070614096486, 4.185999999998862 
21.403112870819207, 4.2334545454533945 
21.440170360441115, 4.280909090907927 
21.47724163927146, 4.328363636362459 
21.5143253258864, 4.375818181816992 
21.55142009807558, 4.423272727271525 
21.588524689964412, 4.470727272726057 
21.62563788930045, 4.518181818180589 
21.662758534892955, 4.565636363635122 
21.699885514195664, 4.613090909089655 
21.737017761023502, 4.660545454544187 
21.77415425339465, 4.707999999998719 
