,MJD,MAG,MAGERR,FLT,Vega,RMAG,MJD_S
3,57681.36,18.57,0.08,g,0.0,18.35689136309397,2.4899999999979627
4,57682.37,18.95,0.09,g,0.0,18.736891363093967,3.5
5,57683.22,19.27,0.12,g,0.0,19.056891363093968,4.349999999998545
20,57681.32,18.81,0.1,r,0.0,18.664880743937488,2.4499999999970896
21,57682.33,18.94,0.09,r,0.0,18.79488074393749,3.459999999999127
22,57683.26,19.18,0.12,r,0.0,19.03488074393749,4.389999999999418
