,SW_BSG value,SW_BSG error
Re (R_sun),38.557485627920194,19.91782121356458
Me (M_sun),0.7080165381132649,0.1517844364355259
ve (1e9 cm/s),1.0967799199264496,0.1407403241442654
Off (days),0.9999999999999999,0.5769155072367095
