,PIRO_2020 value,PIRO_2020 error
Re (R_sun),35.034406191176664,14.39183171057219
Me (M_sun),0.43409056464728785,560034.2969670078
ve (km/s),1.1497472883710689,211903.79312929188
Off (days),0.49999999999978806,0.7717586852723015
