,SW_BSG value,SW_BSG error
Re (R_sun),162.59376813164118,69.31601992405668
Me (M_sun),0.6928798013259204,0.15797873695572254
ve (cm/s),943587048.9940108,53793714.34566843
Off (days),0.0010000000000016283,0.6875826028431559
