,SW_BSG value,SW_BSG error
Re (R_sun),203.60431662000238,15.919668387474154
Me (M_sun),2.711277180615594,0.3044279702669158
ve (1e9 cm/s),0.5050671991067684,0.018044361794078645
Off (days),0.1800637138772383,0.020890029137633076
