,SW_RSG value,SW_RSG error
Re (R_sun),142.3591521739132,11.312994643621998
Me (M_sun),0.24980005069381844,0.021689514279965218
ve (1e9 cm/s),0.5285401266701161,0.013067973742059561
Off (days),0.151931107845719,0.024606536334528518
