,SW_RSG value,SW_RSG error
Re (R_sun),33.67251141394234,2.6444806274841235
Me (M_sun),0.04348837114780145,0.002118202456640369
ve (1e9 cm/s),0.6894528839482547,0.029996944017850215
Off (days),0.26959305661786853,0.02245978275530021
