,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.4614732041678549,0.4609735769323698,0.4640794224440724,0.46015435581349745,0.4555649073532728,0.45658231778732244,0.45506381567833026,0.45732614726579357,0.45761269000378446,0.459806615667519,0.46502400748757144,0.4639336058621796,0.45640397832920154,0.45932602120953986,0.4591140282575837,0.45846405857721684,0.4637604565284147,0.46537904908479494,0.4628782374594315,0.46690619134489325
1,0.4614732041678549,0.4609735769323698,0.4640794224440724,0.46015435581349745,0.4555649073532728,0.4555888733794046,0.45506381567833026,0.45812580057601654,0.45765998005290964,0.459806615667519,0.46502400748757144,0.46307567697355523,0.45640397832920154,0.45922483505172873,0.4591140282575837,0.45846405857721684,0.4657776598557884,0.46537904908479494,0.46779202225671274,0.46690619134489325
2,0.4614732041678549,0.4609735769323698,0.4640794224440724,0.46015435581349745,0.4555649073532728,0.45404871390057644,0.45506381567833026,0.45833167101324795,0.45789874335502934,0.459806615667519,0.46502400748757144,0.46307567697355523,0.45622519177589455,0.4568778719394033,0.4591140282575837,0.4591303985566865,0.4678820796392895,0.4659151564753814,0.4680580860627134,0.46690619134489325
3,0.4614732041678549,0.4609735769323698,0.4722141711262583,0.46015435581349745,0.4536331285529468,0.45183334319175683,0.45522468555629014,0.45833167101324795,0.45789874335502934,0.459806615667519,0.46502400748757144,0.46307567697355523,0.45622519177589455,0.4568778719394033,0.4591140282575837,0.4615153968018003,0.4738708505552175,0.4659151564753814,0.4680580860627134,0.46690619134489325
4,0.4598896686775414,0.4609735769323698,0.47157835566111483,0.4583701681619495,0.4563259733671754,0.4499733475234857,0.45522468555629014,0.45833167101324795,0.45789874335502934,0.459806615667519,0.46502400748757144,0.46307567697355523,0.45622519177589455,0.4568778719394033,0.4591140282575837,0.4615153968018003,0.47611568964485684,0.4659151564753814,0.4680580860627134,0.46690619134489325
5,0.459886715997648,0.4609735769323698,0.47003585737563164,0.4583701681619495,0.4563259733671754,0.44481768077980066,0.45522468555629014,0.4591966084522418,0.45789874335502934,0.45897919013132255,0.46502400748757144,0.4633555002640111,0.4590448749728406,0.4597881416444936,0.45872751169967824,0.4610572457579183,0.4764844093189577,0.4659151564753814,0.47330424769968527,0.46690619134489325
6,0.459886715997648,0.4609735769323698,0.4716527949360383,0.4574940627750351,0.4563259733671754,0.43716085039354957,0.4561364903914728,0.454546164235931,0.45789874335502934,0.45897919013132255,0.46502400748757144,0.4631857437053991,0.45909306087027446,0.4597881416444936,0.45872751169967824,0.4610572457579183,0.4764844093189577,0.4717377443150339,0.47330424769968527,0.46690619134489325
7,0.459886715997648,0.4494247200758525,0.4716527949360383,0.4574940627750351,0.4563259733671754,0.4273053803002709,0.4561364903914728,0.4559066801380062,0.4571688359403546,0.46318330845519257,0.46502400748757144,0.4631857437053991,0.4591191654425287,0.4597881416444936,0.45872751169967824,0.4610572457579183,0.4764844093189577,0.4717377443150339,0.47330424769968527,0.46690619134489325
8,0.459886715997648,0.4494247200758525,0.46965859695183576,0.4586687722647572,0.4563259733671754,0.4273053803002709,0.457334243765809,0.4559066801380062,0.4571688359403546,0.46318330845519257,0.46502400748757144,0.4631857437053991,0.4591191654425287,0.4581165931596989,0.45872751169967824,0.4620287331721304,0.4764844093189577,0.4859934572528179,0.4813573559128243,0.46690619134489325
9,0.459886715997648,0.44763103728421255,0.469852724747411,0.4586687722647572,0.4563259733671754,0.4273053803002709,0.457334243765809,0.4559066801380062,0.4571688359403546,0.46318330845519257,0.4576043291983576,0.4631857437053991,0.4591191654425287,0.4579809173884887,0.45872150964209374,0.4620287331721304,0.4827904758293511,0.4874261205078402,0.4945699551458233,0.46809623318776045
10,0.459886715997648,0.45275090753758473,0.469852724747411,0.4586687722647572,0.46244126988819567,0.4273053803002709,0.4593308647984305,0.4559066801380062,0.4571688359403546,0.46318330845519257,0.4576043291983576,0.46368087898923227,0.4555540898934453,0.46046724131829997,0.4606734110981069,0.4620287331721304,0.49069947431166505,0.4874261205078402,0.4945699551458233,0.46809623318776045
11,0.459886715997648,0.45275090753758473,0.46763658849034717,0.4586687722647572,0.46666560740857155,0.4273053803002709,0.4593308647984305,0.4566738563197705,0.45660696698130643,0.46318330845519257,0.4576043291983576,0.46368087898923227,0.4555540898934453,0.46046724131829997,0.4606734110981069,0.4645225918007408,0.491793950913089,0.4998666542085721,0.4945699551458233,0.46809623318776045
