Mags returned by PIRO_2020, time 
18.14659603655758, 0.01 
15.633280136448136, 0.0997979797979945 
14.95782298999382, 0.18959595959598902 
14.559098393561111, 0.2793939393939835 
14.278064794206841, 0.369191919191978 
14.062371729403136, 0.45898989898997256 
13.888226028231351, 0.548787878787967 
13.742801228891661, 0.6385858585859615 
13.618395072752667, 0.728383838383956 
13.510022357043836, 0.8181818181819506 
13.414272937573537, 0.9079797979799451 
13.328712563682387, 0.9977777777779395 
13.251543738518201, 1.087575757575934 
13.18140200785846, 1.1773737373739286 
13.117227595056931, 1.267171717171923 
13.058181257757061, 1.3569696969699176 
13.003587274213118, 1.446767676767912 
12.952893706169553, 1.5365656565659065 
12.905644020368072, 1.6263636363639011 
12.86145638692222, 1.7161616161618956 
12.820008292965895, 1.8059595959598902 
12.78102491568077, 1.8957575757578846 
12.744270205077939, 1.985555555555879 
12.709539953356618, 2.0753535353538735 
12.67665634306886, 2.1651515151518677 
12.645463611429484, 2.2549494949498623 
12.615824567712222, 2.344747474747857 
12.587617770210375, 2.4345454545458516 
12.56073521854691, 2.524343434343846 
12.535080452581232, 2.6141414141418404 
12.510566975000515, 2.703939393939835 
12.487116933741945, 2.7937373737378293 
12.464660014606267, 2.883535353535824 
12.44313250513481, 2.9733333333338186 
12.42247649897298, 3.0631313131318127 
12.402639216201496, 3.1529292929298074 
12.383572419962674, 3.242727272727802 
12.365231913491213, 3.3325252525257962 
12.347577104632968, 3.422323232323791 
12.330570627290054, 3.5121212121217855 
12.314178011107725, 3.60191919191978 
12.298367392223962, 3.6917171717177744 
12.283109259117435, 3.781515151515769 
12.268376228575004, 3.8713131313137636 
12.254142847603887, 3.961111111111758 
12.240385417772464, 4.0509090909097525 
12.230939938841164, 4.140707070707747 
12.224390970728262, 4.230505050505742 
12.21872624058395, 4.3203030303037355 
12.213931425512886, 4.41010101010173 
12.209993642219638, 4.499898989899725 
12.206901351340264, 4.5896969696977195 
12.204644271865611, 4.679494949495714 
12.203213304522576, 4.769292929293709 
12.202600463129343, 4.859090909091703 
12.202798813068203, 4.948888888889697 
12.203802416128907, 5.038686868687692 
12.205606281069269, 5.128484848485686 
12.208206319320261, 5.218282828283681 
12.211599305332733, 5.308080808081676 
12.215782841122842, 5.39787878787967 
12.220755324625824, 5.487676767677664 
12.22651592151294, 5.577474747475659 
12.233064540166223, 5.667272727273653 
12.240401809540188, 5.757070707071648 
12.24852905966994, 5.846868686869643 
12.257448304611811, 5.936666666667637 
12.267162227625908, 6.026464646465632 
12.277674168430623, 6.116262626263626 
12.288988112377323, 6.20606060606162 
12.301108681409449, 6.295858585859615 
12.31404112668454, 6.38565656565761 
12.327791322750251, 6.475454545455604 
12.342365763176693, 6.565252525253599 
12.35777155755732, 6.655050505051593 
12.37401642979951, 6.744848484849587 
12.391108717633873, 6.834646464647582 
12.409057373278339, 6.924444444445577 
12.427871965199472, 7.014242424243571 
12.447562680918967, 7.104040404041566 
12.468140330818393, 7.1938383838395605 
12.489616352899791, 7.283636363637554 
12.512002818463658, 7.373434343435549 
12.535312438669582, 7.463232323233544 
12.559558571947953, 7.553030303031538 
12.584755232234135, 7.642828282829533 
12.610917097999074, 7.7326262626275275 
12.638059522052624, 7.822424242425521 
12.666198542098055, 7.912222222223516 
12.695350892018029, 8.00202020202151 
12.725534013874064, 8.091818181819505 
12.75676607060307, 8.1816161616175 
12.789065959395895, 8.271414141415494 
12.82245332574411, 8.36121212121349 
12.856948578142486, 8.451010101011484 
12.892572903435564, 8.540808080809478 
12.929348282797871, 8.630606060607471 
12.967297508338158, 8.720404040405466 
13.006444200319004, 8.81020202020346 
13.046812824984002, 8.900000000001455 
