,PIRO_2020 value,PIRO_2020 error
Re (R_sun),215.2133025130301,45.650796362668075
Me (M_sun),0.1498939151620932,0.009988907459853362
ve (1e9 cm/s),1.0773339180743717,0.08933879812059392
Off (days),1.2711654054815126e-18,0.4210195925682053
