,SW_BSG value,SW_BSG error
Re (R_sun),52.40067811712271,4.355836133461654
Me (M_sun),1.9287335515912987,0.0915178855686368
ve (1e9 cm/s),1.6582774818289585,0.04270631056230867
Off (days),1.456534338917616,0.1856473283440557
