Mags returned by SW_BSG, time 
24.274233501589855, 0.01 
22.207590002611898, 0.06969696969695206 
21.596181220162926, 0.12939393939390412 
21.24077472599815, 0.18909090909085619 
20.99572001440913, 0.24878787878780825 
20.81207416833925, 0.3084848484847603 
20.667425585611916, 0.36818181818171236 
20.549658355365146, 0.42787878787866446 
20.45149236975535, 0.4875757575756165 
20.36821829054297, 0.5472727272725686 
20.29661866047247, 0.6069696969695206 
20.234400551080473, 0.6666666666664727 
20.179874044019016, 0.7263636363634247 
20.13175901010772, 0.7860606060603768 
20.089063352757215, 0.8457575757573289 
20.051003220856778, 0.905454545454281 
20.016948975090866, 0.965151515151233 
19.986387553398913, 1.0248484848481851 
19.95889561537832, 1.0845454545451372 
19.93411996882577, 1.1442424242420892 
19.911763035686064, 1.2039393939390413 
19.891571880166403, 1.2636363636359933 
19.87332980277919, 1.3233333333329453 
19.85684981419592, 1.3830303030298974 
19.841969507384057, 1.4427272727268494 
19.82854698428389, 1.5024242424238015 
19.816457587825322, 1.5621212121207535 
19.805591256064805, 1.6218181818177058 
19.795850361988425, 1.6815151515146578 
19.787147936146773, 1.7412121212116098 
19.779406193773994, 1.8009090909085619 
19.772555306094226, 1.860606060605514 
19.766532368974307, 1.920303030302466 
19.76128053221636, 1.979999999999418 
19.756748260491456, 2.03969696969637 
19.752888702829782, 2.099393939393322 
19.749659152160106, 2.159090909090274 
19.747020579961045, 2.218787878787226 
19.744937233892458, 2.278484848484178 
19.743376288494932, 2.33818181818113 
19.742307540814068, 2.3978787878780823 
19.741703144223354, 2.457575757575034 
19.74153737486253, 2.5172727272719864 
19.74178642603468, 2.5769696969689386 
19.74242822666074, 2.6366666666658904 
19.7434422805087, 2.6963636363628427 
19.744809523424124, 2.7560606060597945 
19.746512196209707, 2.815757575756747 
19.748533731151365, 2.8754545454536986 
19.750858650480048, 2.935151515150651 
19.753472475302676, 2.9948484848476027 
19.75636164374092, 3.054545454544555 
19.759513437189575, 3.1142424242415068 
19.762915913753044, 3.173939393938459 
19.766557848042762, 3.2336363636354113 
19.77042867662457, 3.293333333332363 
19.774518448495677, 3.3530303030293154 
19.778817780048595, 3.412727272726267 
19.78331781404617, 3.4724242424232195 
19.788010182189584, 3.5321212121201713 
19.792886970910814, 3.5918181818171235 
19.797940690064348, 3.6515151515140754 
19.803164244230288, 3.7112121212110276 
19.80855090637375, 3.7709090909079794 
19.81409429363387, 3.8306060606049317 
19.819788345040653, 3.890303030301884 
19.825627300979804, 3.9499999999988358 
19.83160568424482, 4.0096969696957885 
19.837718282532546, 4.06939393939274 
19.843960132253272, 4.129090909089692 
19.850326503539655, 4.188787878786644 
19.856812886350358, 4.248484848483596 
19.863414977574703, 4.3081818181805485 
19.87012866905374, 4.3678787878775 
19.876950036441414, 4.427575757574452 
19.883875328836606, 4.487272727271405 
19.89090095912366, 4.546969696968357 
19.89802349496442, 4.606666666665308 
19.905239650390357, 4.66636363636226 
19.912546277947815, 4.726060606059213 
19.91994036135374, 4.785757575756165 
19.92741900862292, 4.845454545453117 
19.934979445631253, 4.905151515150068 
19.94261901008258, 4.964848484847021 
19.950335145849373, 5.024545454543973 
19.95812539766012, 5.084242424240925 
19.96598740610848, 5.1439393939378775 
19.973918902961316, 5.203636363634829 
19.981917706744646, 5.263333333331781 
19.98998171858815, 5.323030303028733 
19.99810891831049, 5.382727272725686 
20.006297360729043, 5.4424242424226374 
20.01454517217899, 5.502121212119589 
20.02285054722777, 5.561818181816541 
20.03121174557206, 5.621515151513494 
20.039627089105412, 5.681212121210446 
20.04809495914546, 5.740909090907397 
20.056613793810566, 5.80060606060435 
20.065182085536456, 5.860303030301302 
20.07379837872401, 5.919999999998254 
