,PIRO_2020 value,PIRO_2020 error
Re (R_sun),26.69670678286417,22.380138033523536
Me (M_sun),0.16359095214045358,0.10206832458782641
ve (1e9 cm/s),0.913407039231746,0.3217056315634797
Off (days),3.492434190912641e-17,0.6398268718881888
