,SW_RSG value,SW_RSG error
Re (R_sun),41.633387238252794,16.645503564830875
Me (M_sun),0.11870814282252254,0.0392202753933631
ve (1e9 cm/s),0.5000000000000001,0.08117126794875452
Off (days),4.405459708523709e-16,0.2907809966201026
