,PIRO_2020 value,PIRO_2020 error
Re (R_sun),134.26827861002417,37.31336003681256
Me (M_sun),1.1503344007606857,556527.921515525
ve (1e9 cm/s),0.8140300691833087,56260.71236802521
Off (days),6.379214763841642e-14,1.073119950166645
