,SW_RSG value,SW_RSG error
Re (R_sun),96.3488483486819,21.819411516941585
Me (M_sun),1.4547435572250536,0.37389704055934864
ve (1e9 cm/s),0.5768054421930706,0.06853623109993345
Off (days),0.0010000000000000035,0.9730340334259472
