,SW_BSG value,SW_BSG error
Re (R_sun),165.13747111403288,38.23154570728269
Me (M_sun),14.928079009323744,5.080297644353337
ve (1e9 cm/s),0.421513639668711,0.06560180315320757
Off (days),0.010000000000000002,1.0499841377077483
