,SW_RSG value,SW_RSG error
Re (R_sun),39.380842019214256,77.87157810274942
Me (M_sun),0.08972372931108849,0.047662223409486455
ve (1e9 cm/s),3.7437106830694336,2.6195523110834853
Off (days),0.0010000000013395689,1.7112677082374275
