,PIRO_2020 value,PIRO_2020 error
Re (R_sun),67.35766066589187,93.4039389129247
Me (M_sun),0.630457347857606,449602.5581823433
ve (1e9 cm/s),2.7686844450927084,282064.530148477
Off (days),6.826496918536104e-12,1.0425935887826816
