,SW_BSG value,SW_BSG error
Re (R_sun),46.301527795852365,88.62254522289565
Me (M_sun),0.7642059841582031,0.3608635009939118
ve (1e9 cm/s),4.7802587524426405,3.289644867475988
Off (days),0.15624742115372167,1.4763821414291525
